# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/s2_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control1/control1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control2/control2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control3/control3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control4/control4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control5/control5Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control6/control6Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control7/control7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control8/control8Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/control/results/star_mapping_outputs/control9/control9Aligned.sortedByCoord.out.bam
KCNAB2	chr1	5990927	6101193	+	110267	156	208	198	174	153	152	227	179	265
CHD5	chr1	6101787	6180321	-	78535	28	37	35	33	27	41	35	34	23
ENSG00000285629	chr1	6159430	6197757	-	38328	7	3	0	1	1	4	0	1	1
RPL22	chr1	6185020	6209389	-	24370	4000	3639	4059	3869	3981	4004	4460	3794	4036
RNF207-AS1	chr1	6204840	6205780	-	941	0	0	0	0	0	0	0	0	0
RNF207	chr1	6205475	6221299	+	15825	10	13	17	6	12	7	6	14	20
ICMT	chr1	6221193	6235972	-	14780	9761	9225	9111	8778	9442	9389	9407	9762	8862
ICMT-DT	chr1	6234692	6239444	+	4753	103	74	124	113	118	95	170	130	133
HES3	chr1	6244179	6245578	+	1400	830	717	642	633	672	655	496	606	600
GPR153	chr1	6247353	6261098	-	13746	344	347	300	237	269	300	322	347	356
ACOT7	chr1	6264269	6393767	-	129499	4286	4138	4600	4449	4307	4548	4677	4536	4477
ENSG00000271746	chr1	6393555	6394391	+	837	0	0	0	2	0	4	0	0	0
HES2	chr1	6412418	6424670	-	12253	0	3	5	0	0	2	2	0	1
ESPN	chr1	6424776	6461367	+	36592	433	371	424	444	420	351	411	391	359
MIR4252	chr1	6429834	6429896	-	63	0	0	0	0	0	0	0	0	0
ENSG00000231868	chr1	6443034	6447006	-	3973	0	0	0	0	0	0	0	0	0
TNFRSF25	chr1	6460786	6466175	-	5390	131	203	137	174	106	141	153	134	135
PLEKHG5	chr1	6467122	6520074	-	52953	355	454	454	455	368	384	485	396	461
NOL9	chr1	6521347	6554513	-	33167	1125	976	1085	1007	1132	1050	986	1074	991
RNU6-731P	chr1	6540854	6540964	+	111	0	0	0	0	0	0	0	0	0
ENSG00000229519	chr1	6547905	6548619	+	715	0	0	0	0	0	0	0	0	0
TAS1R1	chr1	6555307	6579755	+	24449	1	0	0	3	0	3	0	0	3
ZBTB48	chr1	6579994	6589280	+	9287	470	438	379	435	386	408	425	412	453
KLHL21	chr1	6590724	6614607	-	23884	1588	1518	1571	1491	1634	1601	1507	1736	1418
PHF13	chr1	6613731	6624030	+	10300	2605	2418	2632	2468	2448	2531	2623	2551	2555
THAP3	chr1	6624868	6635586	+	10719	247	269	281	234	290	276	264	254	279
DNAJC11	chr1	6634168	6701924	-	67757	4438	4306	4340	3991	4665	4496	4298	4255	4296
LINC01672	chr1	6724637	6730012	+	5376	0	0	0	0	0	0	0	0	0
ENSG00000284744	chr1	6767954	6770038	+	2085	0	0	0	0	0	0	0	0	0
CAMTA1-DT	chr1	6783892	6784843	-	952	33	32	38	23	33	43	33	46	25
CAMTA1	chr1	6785454	7769706	+	984253	1410	1471	1450	1419	1475	1394	1613	1392	1559
ENSG00000227950	chr1	6834333	6834618	-	286	0	0	0	0	0	0	0	0	0
ENSG00000237365	chr1	7008376	7014279	-	5904	0	0	0	0	0	0	0	0	0
RNU1-8P	chr1	7219360	7219524	+	165	0	0	0	0	0	0	0	0	0
CAMTA1-IT1	chr1	7368942	7370270	+	1329	0	0	0	0	0	0	0	0	0
CAMTA1-AS2	chr1	7382487	7389754	-	7268	0	0	0	0	0	0	0	0	0
CAMTA1-AS1	chr1	7441096	7441554	-	459	0	0	0	0	0	0	0	1	0
ENSG00000270171	chr1	7693124	7694844	-	1721	3	2	1	1	0	3	1	1	3
ENSG00000270035	chr1	7698303	7698872	-	570	1	0	2	2	0	0	0	4	2
ENSG00000269978	chr1	7700704	7700970	-	267	3	1	6	0	1	2	2	0	2
VAMP3	chr1	7771296	7781432	+	10137	1792	1701	1752	1713	1689	1683	1837	1587	1655
ENSG00000269925	chr1	7776383	7776775	+	393	0	0	0	0	0	0	0	0	0
PER3	chr1	7784291	7845177	+	60887	798	645	736	700	697	882	630	761	713
ENSG00000236266	chr1	7810242	7827342	-	17101	1	0	0	0	0	0	0	0	0
UTS2	chr1	7843083	7853512	-	10430	3	2	3	1	1	3	0	2	1
TNFRSF9	chr1	7915871	7943165	-	27295	0	1	0	1	0	0	0	0	0
ENSG00000270330	chr1	7942372	7942726	+	355	0	0	0	0	0	0	0	0	0
PARK7	chr1	7954291	7985505	+	31215	8405	7782	8066	8296	8131	8577	8382	8263	8124
