# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/data/GRCh38.p13_reference_files/gencode.v43.primary_assembly.annotation.gtf" "-o" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/s2/new7122023_count_data.txt" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam" "-F" "GTF" "--largestOverlap" "-p" "--countReadPairs" "-s" "2" "-B" "-C" "-T" "64" "-t" "gene" "-g" "gene_name" "--Rpath" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/feature_counts/" "--tmpDir" "/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/scripts/temp" "--verbose" 
Geneid	Chr	Start	End	Strand	Length	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A2/T14-A2Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A3/T14-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T14-A4/T14-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A3/T15A-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A4/T15A-A4Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T15A-A7/T15A-A7Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A1/T16-A1Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A3/T16-A3Aligned.sortedByCoord.out.bam	/nesi/nobackup/uoa03817/rnaseq_data_analysis/sophie_new7122023/results/star_mapping_outputs/T16-A9/T16-A9Aligned.sortedByCoord.out.bam
LINC02782	chr1	5086459	5090899	-	4441	5	2	17	8	1	4	7	6	8
ENSG00000284616	chr1	5301928	5307394	-	5467	0	0	0	0	1	0	0	0	0
ENSG00000284692	chr1	5478736	5493057	-	14322	0	0	0	0	0	0	0	0	0
ENSG00000284666	chr1	5480787	5482028	-	1242	0	0	0	0	0	0	0	0	0
ENSG00000260972	chr1	5492978	5494674	+	1697	0	0	0	0	0	0	0	0	0
ENSG00000283356	chr1	5554747	5554881	+	135	0	0	0	0	0	0	0	0	0
ENSG00000236948	chr1	5561709	5668295	-	106587	1	1	0	3	2	3	0	0	5
ENSG00000264341	chr1	5564071	5564143	+	73	0	0	0	0	0	0	0	0	0
ENSG00000289893	chr1	5733358	5771453	-	38096	4	6	1	5	4	2	1	4	2
MIR4689	chr1	5862672	5862741	-	70	0	0	0	0	0	0	0	0	0
NPHP4	chr1	5862811	5992473	-	129663	198	203	231	221	228	224	184	180	218
KCNAB2	chr1	5990927	6101193	+	110267	242	221	140	256	242	255	143	219	257
CHD5	chr1	6101787	6180321	-	78535	35	33	74	12	26	39	33	27	48
ENSG00000285629	chr1	6159430	6197757	-	38328	0	5	2	1	3	1	1	0	4
RPL22	chr1	6185020	6209389	-	24370	1631	1570	2228	1573	1499	1717	1745	1909	1948
RNF207-AS1	chr1	6204840	6205780	-	941	0	0	0	0	0	0	0	0	0
RNF207	chr1	6205475	6221299	+	15825	10	13	28	7	26	26	8	21	11
ICMT	chr1	6221193	6235972	-	14780	6436	7290	8322	6714	6903	7776	9457	10581	9882
ICMT-DT	chr1	6234692	6239444	+	4753	138	132	355	129	129	162	188	213	175
HES3	chr1	6244179	6245578	+	1400	202	273	723	180	124	161	334	418	282
GPR153	chr1	6247353	6261098	-	13746	304	231	502	266	246	246	174	166	230
ACOT7	chr1	6264269	6393767	-	129499	2862	2991	3759	2784	2906	3095	2937	3045	3820
ENSG00000271746	chr1	6393555	6394391	+	837	3	3	4	3	3	7	2	0	4
HES2	chr1	6412418	6424670	-	12253	2	1	48	8	6	0	3	4	3
ESPN	chr1	6424776	6461367	+	36592	437	373	489	199	184	502	169	217	267
MIR4252	chr1	6429834	6429896	-	63	0	0	0	0	0	0	0	0	0
ENSG00000231868	chr1	6443034	6447006	-	3973	1	1	2	1	1	1	0	0	0
TNFRSF25	chr1	6460786	6466175	-	5390	56	50	47	70	81	69	34	48	48
PLEKHG5	chr1	6467122	6520074	-	52953	284	253	366	273	387	329	202	337	268
NOL9	chr1	6521347	6554513	-	33167	430	576	531	552	722	610	995	1198	818
RNU6-731P	chr1	6540854	6540964	+	111	0	0	0	0	0	0	0	0	0
ENSG00000229519	chr1	6547905	6548619	+	715	0	0	0	0	0	0	0	0	0
TAS1R1	chr1	6555307	6579755	+	24449	1	1	8	5	1	1	4	1	1
ZBTB48	chr1	6579994	6589280	+	9287	257	248	277	305	344	315	334	468	363
KLHL21	chr1	6590724	6614607	-	23884	616	616	794	694	734	774	1098	1376	991
PHF13	chr1	6613731	6624030	+	10300	2264	2286	3072	1906	1891	2309	1893	2042	2800
THAP3	chr1	6624868	6635586	+	10719	208	261	279	239	239	222	231	223	272
DNAJC11	chr1	6634168	6701924	-	67757	2735	3132	3318	2397	3459	3145	4369	5067	4083
LINC01672	chr1	6724637	6730012	+	5376	0	0	0	0	0	0	0	0	0
ENSG00000284744	chr1	6767954	6770038	+	2085	0	0	0	0	0	0	0	0	0
CAMTA1-DT	chr1	6783892	6784843	-	952	23	28	13	29	13	22	16	6	31
CAMTA1	chr1	6785454	7769706	+	984253	1623	1594	1704	1783	1513	1671	1292	1422	1749
ENSG00000227950	chr1	6834333	6834618	-	286	0	0	0	0	0	0	0	0	0
ENSG00000237365	chr1	7008376	7014279	-	5904	0	0	0	0	0	0	0	0	0
RNU1-8P	chr1	7219360	7219524	+	165	0	0	0	0	0	0	0	0	0
CAMTA1-IT1	chr1	7368942	7370270	+	1329	0	0	0	0	0	0	0	0	0
CAMTA1-AS2	chr1	7382487	7389754	-	7268	0	0	0	0	0	0	0	0	0
CAMTA1-AS1	chr1	7441096	7441554	-	459	3	0	0	0	0	0	0	0	0
ENSG00000270171	chr1	7693124	7694844	-	1721	1	3	2	0	5	5	0	0	0
ENSG00000270035	chr1	7698303	7698872	-	570	2	2	0	1	2	3	2	0	0
ENSG00000269978	chr1	7700704	7700970	-	267	6	2	3	6	6	2	1	2	2
VAMP3	chr1	7771296	7781432	+	10137	1697	1784	1690	1831	1821	1988	1746	2230	2126
ENSG00000269925	chr1	7776383	7776775	+	393	0	0	0	0	0	0	0	0	0
PER3	chr1	7784291	7845177	+	60887	657	658	699	749	741	741	641	564	885
ENSG00000236266	chr1	7810242	7827342	-	17101	3	11	5	2	2	3	1	5	14
UTS2	chr1	7843083	7853512	-	10430	10	6	4	3	6	14	6	2	5
TNFRSF9	chr1	7915871	7943165	-	27295	0	1	0	0	0	0	0	0	0
ENSG00000270330	chr1	7942372	7942726	+	355	0	0	0	0	0	0	0	0	0
PARK7	chr1	7954291	7985505	+	31215	7146	7841	7368	6767	6480	7821	7994	7939	10017
